CASE,rationale,Completeness,Contrastiveness,Plausibility,Satisfaction,Understandability,rationale_id,model,rationale_length,gender,age,country,education,employement
309,RE13,5,5,5,5,5,206,MT+CF:RevRationales,383,female,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,University student
309,RE14,2,1,3,2,4,310,MT:PosRationales,252,female,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,University student
309,RE15,4,1,4,4,5,29,MT:PosRationales,255,female,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,University student
309,RE16,4,2,5,4,5,195,CF:PosRationales,312,female,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,University student
309,RE17,5,2,5,5,5,376,CF:PosRationales,198,female,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,University student
309,RE18,4,3,4,4,4,112,MT+CF:PosRationales,243,female,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,University student
309,RE19,4,3,5,4,4,156,MT+CF:PosRationales,142,female,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,University student
310,RE08,4,1,4,4,4,376,MT:PosRationales,215,male,45 to 49 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
310,RE09,4,4,4,4,4,167,CF:PosRationales,180,male,45 to 49 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
310,RE10,5,2,5,5,5,3,MT+CF:PosRationales,133,male,45 to 49 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
310,RE11,3,2,3,3,3,125,MT+CF:RevRationales,355,male,45 to 49 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
310,RE13,4,4,4,4,4,2,MT+CF:RevRationales,569,male,45 to 49 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
310,RE14,3,2,2,2,2,194,MT:PosRationales,160,male,45 to 49 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
310,RE15,4,2,4,4,4,279,MT:PosRationales,138,male,45 to 49 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
310,RE17,3,1,4,4,4,203,CF:PosRationales,282,male,45 to 49 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
310,RE18,3,2,3,3,2,345,MT+CF:PosRationales,134,male,45 to 49 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
310,RE19,3,2,3,3,4,63,MT+CF:PosRationales,225,male,45 to 49 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
311,RE09,4,1,2,2,4,248,CF:PosRationales,141,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Civil servant
311,RE10,4,5,4,4,4,342,MT+CF:PosRationales,238,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Civil servant
311,RE12,5,4,5,5,5,204,MT+CF:RevRationales,226,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Civil servant
311,RE16,2,2,2,1,4,228,CF:PosRationales,342,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Civil servant
311,RE17,3,2,2,4,4,183,CF:PosRationales,254,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Civil servant
311,RE18,2,2,4,2,4,149,MT+CF:PosRationales,266,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Civil servant
311,RE19,5,4,5,5,5,122,MT+CF:PosRationales,268,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Civil servant
312,RE08,2,2,4,2,4,70,MT:PosRationales,258,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
312,RE09,2,4,4,3,4,16,CF:PosRationales,178,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
312,RE10,2,2,4,2,4,93,MT+CF:PosRationales,191,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
312,RE11,4,4,4,2,4,212,MT+CF:RevRationales,786,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
312,RE12,4,4,4,2,4,158,MT+CF:RevRationales,891,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
312,RE13,2,2,4,2,4,19,MT+CF:RevRationales,259,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
312,RE14,2,2,2,2,4,189,MT:PosRationales,115,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
312,RE15,2,2,4,2,4,48,MT:PosRationales,221,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
312,RE16,3,4,4,3,4,332,CF:PosRationales,287,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
312,RE17,2,2,4,2,4,53,CF:PosRationales,226,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
312,RE18,2,2,4,2,4,225,MT+CF:PosRationales,226,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
312,RE19,2,2,2,2,4,12,MT+CF:PosRationales,181,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
313,RE08,4,4,4,4,4,197,MT:PosRationales,229,female,45 to 49 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
313,RE09,4,4,4,4,4,314,CF:PosRationales,291,female,45 to 49 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
313,RE10,4,4,4,4,4,218,MT+CF:PosRationales,244,female,45 to 49 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
313,RE11,4,4,4,4,4,356,MT+CF:RevRationales,622,female,45 to 49 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
313,RE12,4,4,4,4,4,282,MT+CF:RevRationales,441,female,45 to 49 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
313,RE13,4,4,4,4,4,127,MT+CF:RevRationales,322,female,45 to 49 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
313,RE14,4,4,4,4,4,164,MT:PosRationales,264,female,45 to 49 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
313,RE15,4,4,4,4,4,359,MT:PosRationales,294,female,45 to 49 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
313,RE16,4,4,4,4,4,337,CF:PosRationales,263,female,45 to 49 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
313,RE17,4,4,4,4,4,162,CF:PosRationales,189,female,45 to 49 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
313,RE18,4,4,4,4,4,214,MT+CF:PosRationales,221,female,45 to 49 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
313,RE19,4,4,4,4,4,295,MT+CF:PosRationales,216,female,45 to 49 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
314,RE08,4,5,5,4,5,363,MT:PosRationales,217,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
314,RE09,4,5,5,5,5,40,CF:PosRationales,244,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
314,RE10,3,3,2,4,3,4,MT+CF:PosRationales,252,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
314,RE11,5,5,5,4,5,185,MT+CF:RevRationales,268,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
314,RE12,5,5,5,5,5,106,MT+CF:RevRationales,223,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
314,RE13,2,4,2,4,4,320,MT+CF:RevRationales,455,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
314,RE15,5,5,5,5,5,139,MT:PosRationales,161,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
314,RE16,5,5,5,5,5,251,CF:PosRationales,173,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
314,RE17,5,5,5,5,5,255,CF:PosRationales,290,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
314,RE18,5,4,4,3,4,222,MT+CF:PosRationales,241,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
316,RE08,4,4,5,4,5,107,MT:PosRationales,141,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
316,RE09,4,5,4,5,4,214,CF:PosRationales,239,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
316,RE10,5,5,5,5,5,83,MT+CF:PosRationales,183,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
316,RE11,5,5,5,5,5,109,MT+CF:RevRationales,419,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
316,RE12,5,5,5,5,5,94,MT+CF:RevRationales,464,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
316,RE13,4,4,5,4,4,302,MT+CF:RevRationales,250,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
316,RE14,5,4,5,4,5,224,MT:PosRationales,203,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
316,RE15,5,5,5,5,5,321,MT:PosRationales,175,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
316,RE16,5,5,5,4,5,179,CF:PosRationales,258,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
316,RE17,5,5,5,5,5,352,CF:PosRationales,162,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
316,RE18,4,4,4,4,5,145,MT+CF:PosRationales,212,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
316,RE19,4,4,3,4,4,124,MT+CF:PosRationales,234,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
317,RE08,4,4,5,4,5,206,MT:PosRationales,139,female,20 to 24 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",University student
317,RE09,4,4,4,4,4,58,CF:PosRationales,310,female,20 to 24 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",University student
317,RE10,1,1,1,1,1,178,MT+CF:PosRationales,281,female,20 to 24 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",University student
317,RE11,5,5,5,5,5,107,MT+CF:RevRationales,809,female,20 to 24 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",University student
317,RE12,3,1,3,2,4,59,MT+CF:RevRationales,317,female,20 to 24 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",University student
317,RE13,4,3,4,4,5,273,MT+CF:RevRationales,276,female,20 to 24 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",University student
317,RE15,5,3,5,5,5,362,MT:PosRationales,347,female,20 to 24 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",University student
317,RE16,2,1,2,1,3,216,CF:PosRationales,330,female,20 to 24 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",University student
317,RE17,2,3,4,2,3,339,CF:PosRationales,316,female,20 to 24 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",University student
317,RE18,3,2,4,3,4,101,MT+CF:PosRationales,180,female,20 to 24 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",University student
317,RE19,2,1,3,2,4,54,MT+CF:PosRationales,283,female,20 to 24 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",University student
318,RE08,4,4,4,5,4,63,MT:PosRationales,167,female,60 to 64 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Employee
318,RE09,5,5,5,5,5,224,CF:PosRationales,218,female,60 to 64 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Employee
318,RE11,5,5,5,5,5,234,MT+CF:RevRationales,270,female,60 to 64 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Employee
318,RE12,5,5,4,3,5,57,MT+CF:RevRationales,564,female,60 to 64 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Employee
318,RE13,4,4,4,3,5,33,MT+CF:RevRationales,486,female,60 to 64 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Employee
318,RE16,5,5,5,5,5,175,CF:PosRationales,335,female,60 to 64 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Employee
318,RE17,5,5,4,4,4,279,CF:PosRationales,301,female,60 to 64 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Employee
318,RE18,2,3,3,2,3,6,MT+CF:PosRationales,287,female,60 to 64 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Employee
318,RE19,4,5,4,4,5,358,MT+CF:PosRationales,235,female,60 to 64 years old,United Kingdom,Secondary school-leaving certificate/Junior High Diploma,Employee
319,RE11,4,4,4,4,4,263,MT+CF:RevRationales,806,male,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,University student
319,RE15,2,2,2,2,2,305,MT:PosRationales,220,male,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,University student
319,RE16,2,2,2,4,4,375,CF:PosRationales,208,male,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,University student
319,RE17,2,4,2,4,4,138,CF:PosRationales,324,male,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,University student
319,RE18,3,2,4,4,4,281,MT+CF:PosRationales,264,male,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,University student
319,RE19,4,4,4,4,4,352,MT+CF:PosRationales,242,male,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,University student
320,RE09,4,4,5,5,4,378,CF:PosRationales,232,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
320,RE10,4,5,5,4,5,46,MT+CF:PosRationales,284,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
320,RE11,4,5,5,4,3,143,MT+CF:RevRationales,293,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
320,RE12,5,5,5,5,5,29,MT+CF:RevRationales,349,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
320,RE14,3,5,4,4,5,34,MT:PosRationales,143,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
320,RE15,4,3,4,4,5,226,MT:PosRationales,208,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
321,RE09,3,4,2,2,3,70,CF:PosRationales,340,male,30 to 34 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
321,RE11,4,4,4,4,4,202,MT+CF:RevRationales,580,male,30 to 34 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
321,RE13,4,4,4,4,4,233,MT+CF:RevRationales,311,male,30 to 34 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
321,RE14,2,4,2,2,4,8,MT:PosRationales,295,male,30 to 34 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
321,RE15,4,4,4,4,4,46,MT:PosRationales,140,male,30 to 34 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
321,RE16,3,4,2,2,4,266,CF:PosRationales,245,male,30 to 34 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
321,RE17,4,3,4,4,4,308,CF:PosRationales,174,male,30 to 34 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
321,RE18,4,4,4,4,4,111,MT+CF:PosRationales,247,male,30 to 34 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
321,RE19,4,4,2,2,4,224,MT+CF:PosRationales,300,male,30 to 34 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
322,RE10,4,2,4,4,4,325,MT+CF:PosRationales,237,male,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
322,RE11,5,2,4,4,4,335,MT+CF:RevRationales,292,male,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
322,RE13,4,4,4,4,4,151,MT+CF:RevRationales,462,male,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
322,RE15,2,1,4,4,4,170,MT:PosRationales,164,male,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
322,RE16,4,2,4,4,4,323,CF:PosRationales,344,male,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
322,RE18,4,2,4,4,4,82,MT+CF:PosRationales,404,male,50 to 54 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
323,RE08,4,4,4,3,3,81,MT:PosRationales,198,male,50 to 54 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
323,RE09,5,5,5,4,5,281,CF:PosRationales,249,male,50 to 54 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
323,RE10,4,4,5,3,5,44,MT+CF:PosRationales,266,male,50 to 54 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
323,RE12,4,5,5,4,4,203,MT+CF:RevRationales,441,male,50 to 54 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
323,RE14,5,4,5,4,5,191,MT:PosRationales,231,male,50 to 54 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
323,RE17,4,5,5,4,5,107,CF:PosRationales,270,male,50 to 54 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
323,RE19,4,5,5,3,4,229,MT+CF:PosRationales,302,male,50 to 54 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
324,RE08,5,5,5,5,5,228,MT:PosRationales,168,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,University student
324,RE09,5,5,5,5,5,25,CF:PosRationales,338,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,University student
324,RE10,5,5,5,5,5,133,MT+CF:PosRationales,245,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,University student
324,RE11,5,5,5,5,5,218,MT+CF:RevRationales,544,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,University student
324,RE12,5,5,5,5,5,122,MT+CF:RevRationales,408,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,University student
324,RE13,5,5,5,5,5,288,MT+CF:RevRationales,265,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,University student
324,RE14,5,5,5,5,5,352,MT:PosRationales,150,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,University student
324,RE15,5,5,5,5,5,163,MT:PosRationales,250,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,University student
324,RE16,5,5,5,5,5,295,CF:PosRationales,320,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,University student
324,RE17,5,5,5,5,5,210,CF:PosRationales,283,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,University student
324,RE18,5,5,5,5,5,265,MT+CF:PosRationales,211,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,University student
324,RE19,5,5,5,5,5,121,MT+CF:PosRationales,211,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,University student
325,RE08,5,2,5,5,5,223,MT:PosRationales,324,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
325,RE09,5,2,5,5,5,153,CF:PosRationales,271,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
325,RE10,4,2,5,5,5,117,MT+CF:PosRationales,248,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
325,RE11,4,2,4,4,4,24,MT+CF:RevRationales,239,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
325,RE12,4,5,4,4,5,207,MT+CF:RevRationales,413,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
325,RE13,5,5,5,5,5,376,MT+CF:RevRationales,394,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
325,RE14,5,2,5,5,5,161,MT:PosRationales,332,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
325,RE15,4,1,4,4,4,125,MT:PosRationales,176,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
325,RE16,5,2,5,5,5,367,CF:PosRationales,284,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
325,RE17,5,2,5,4,4,357,CF:PosRationales,278,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
325,RE18,4,2,5,5,5,310,MT+CF:PosRationales,213,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
325,RE19,4,2,5,4,5,247,MT+CF:PosRationales,176,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
326,RE08,5,5,5,5,5,234,MT:PosRationales,217,female,60 to 64 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
326,RE09,4,4,4,4,4,299,CF:PosRationales,142,female,60 to 64 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
326,RE10,5,5,5,5,5,199,MT+CF:PosRationales,225,female,60 to 64 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
326,RE12,5,5,5,5,5,144,MT+CF:RevRationales,523,female,60 to 64 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
326,RE13,5,5,5,5,5,83,MT+CF:RevRationales,371,female,60 to 64 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
326,RE16,5,5,5,5,5,208,CF:PosRationales,287,female,60 to 64 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
326,RE17,5,5,5,5,5,220,CF:PosRationales,201,female,60 to 64 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
326,RE18,5,5,5,5,5,329,MT+CF:PosRationales,193,female,60 to 64 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
326,RE19,5,5,5,5,5,136,MT+CF:PosRationales,289,female,60 to 64 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
327,RE08,4,4,5,5,5,67,MT:PosRationales,171,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
327,RE09,4,4,3,2,4,312,CF:PosRationales,318,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
327,RE10,2,1,1,1,1,74,MT+CF:PosRationales,268,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
327,RE11,2,3,4,3,4,35,MT+CF:RevRationales,446,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
327,RE12,5,5,5,4,5,116,MT+CF:RevRationales,282,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
327,RE13,4,4,4,2,5,354,MT+CF:RevRationales,463,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
327,RE14,4,2,4,4,4,368,MT:PosRationales,167,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
327,RE15,4,4,4,4,5,320,MT:PosRationales,145,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
327,RE16,4,4,4,3,4,373,CF:PosRationales,195,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
327,RE17,4,4,4,3,5,229,CF:PosRationales,313,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
327,RE18,5,5,5,5,5,331,MT+CF:PosRationales,180,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
327,RE19,5,5,5,3,5,127,MT+CF:PosRationales,323,male,25 to 29 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
328,RE10,3,2,3,3,4,77,MT+CF:PosRationales,160,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
328,RE13,4,4,4,3,4,97,MT+CF:RevRationales,535,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
328,RE14,3,4,4,4,3,236,MT:PosRationales,151,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
328,RE16,4,2,4,4,4,59,CF:PosRationales,235,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
328,RE17,2,4,4,4,4,254,CF:PosRationales,383,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
329,RE08,5,5,5,5,5,1,MT:PosRationales,155,female,60 to 64 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
329,RE09,5,5,5,5,5,371,CF:PosRationales,332,female,60 to 64 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
329,RE10,5,5,5,5,5,271,MT+CF:PosRationales,188,female,60 to 64 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
